,Year,Area,Students,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Proficient,Campus,KB,CT,QL,SL,PS,Date Taken
364,19,4,28.0,24.0,19.0,23.0,20.0,9.0,14.0,14.0,14.0,1.0,21.5,16.5,15.333333333333334,14.0,14.25,2019.5
365,19,4,26.0,19.0,6.0,16.0,19.0,11.0,17.0,15.0,9.0,1.0,12.5,15.75,14.666666666666666,15.0,15.5,2019.5
366,19,4,23.0,12.0,9.0,17.0,19.0,12.0,14.0,17.0,11.0,1.0,10.5,15.5,14.333333333333334,17.0,15.5,2019.5
367,19,4,22.0,22.0,8.0,14.0,20.0,11.0,15.0,20.0,13.0,1.0,15.0,15.0,13.333333333333334,20.0,16.5,2019.5
368,19,4,13.0,10.0,3.0,13.0,10.0,6.0,8.0,5.0,6.0,1.0,6.5,9.25,9.0,5.0,7.25,2019.5
369,19,4,13.0,10.0,4.0,10.0,11.0,6.0,8.0,8.0,6.0,1.0,7.0,8.75,8.0,8.0,8.25,2019.5
370,19,4,29.0,26.0,20.0,24.0,23.0,23.0,20.0,24.0,23.0,2.0,23.0,22.5,22.333333333333332,24.0,22.5,2019.5
371,19,4,23.0,22.0,14.0,19.0,18.0,15.0,18.0,19.0,17.0,2.0,18.0,17.5,17.333333333333332,19.0,17.5,2019.5
372,19,4,26.0,21.0,12.0,21.0,23.0,14.0,17.0,18.0,15.0,2.0,16.5,18.75,17.333333333333332,18.0,18.0,2019.5
373,19,4,15.0,13.0,6.0,14.0,11.0,9.0,11.0,8.0,7.0,2.0,9.5,11.25,11.333333333333334,8.0,9.75,2019.5
374,19,4,20.0,12.0,10.0,12.0,15.0,7.0,8.0,6.0,8.0,2.0,11.0,10.5,9.0,6.0,9.0,2019.5
375,19,4,23.0,20.0,11.0,17.0,20.0,12.0,10.0,17.0,14.0,2.0,15.5,14.75,13.0,17.0,14.75,2019.5
376,19,4,13.0,11.0,7.0,12.0,10.0,7.0,9.0,10.0,11.0,2.0,9.0,9.5,9.333333333333334,10.0,9.0,2019.5
377,19,4,13.0,11.0,5.0,11.0,12.0,7.0,7.0,12.0,8.0,2.0,8.0,9.25,8.333333333333334,12.0,9.5,2019.5
378,19,4,12.0,11.0,11.0,10.0,8.0,4.0,9.0,10.0,8.0,1.0,11.0,7.75,7.666666666666667,10.0,7.75,2019.5
379,19,4,13.0,9.0,5.0,11.0,10.0,8.0,8.0,6.0,8.0,1.0,7.0,9.25,9.0,6.0,8.0,2019.5
380,19,4,13.0,12.0,6.0,11.0,12.0,9.0,10.0,10.0,10.0,1.0,9.0,10.5,10.0,10.0,10.25,2019.5
433,19,4,7.0,7.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,1.0,6.0,6.75,6.666666666666667,5.0,6.5,2019.0
434,19,4,54.0,42.0,42.0,39.0,40.0,18.0,31.0,38.0,29.0,0.0,42.0,32.0,29.333333333333332,38.0,31.75,2019.0
435,19,4,30.0,23.0,15.0,19.0,22.0,14.0,18.0,26.0,16.0,2.0,19.0,18.25,17.0,26.0,20.0,2019.0
436,19,4,25.0,17.0,3.0,17.0,21.0,7.0,15.0,15.0,10.0,1.0,10.0,15.0,13.0,15.0,14.5,2019.0
437,19,4,28.0,20.0,10.0,23.0,19.0,11.0,18.0,10.0,10.0,2.0,15.0,17.75,17.333333333333332,10.0,14.5,2019.0
438,19,4,26.0,19.0,9.0,21.0,20.0,8.0,15.0,14.0,11.0,2.0,14.0,16.0,14.666666666666666,14.0,14.25,2019.0
439,19,4,25.0,12.0,5.0,11.0,21.0,9.0,13.0,11.0,11.0,2.0,8.5,13.5,11.0,11.0,13.5,2019.0
440,19,4,27.0,18.0,20.0,22.0,22.0,11.0,15.0,17.0,16.0,1.0,19.0,17.5,16.0,17.0,16.25,2019.0
441,19,4,17.0,14.0,9.0,13.0,12.0,9.0,10.0,7.0,6.0,1.0,11.5,11.0,10.666666666666666,7.0,9.5,2019.0
442,19,4,14.0,10.0,3.0,7.0,5.0,7.0,10.0,7.0,6.0,1.0,6.5,7.25,8.0,7.0,7.25,2019.0
443,19,4,15.0,14.0,7.0,11.0,10.0,6.0,9.0,7.0,6.0,1.0,10.5,9.0,8.666666666666666,7.0,8.0,2019.0
503,18,4,27.0,22.0,20.0,23.0,25.0,10.0,18.0,19.0,19.0,1.0,21.0,19.0,17.0,19.0,18.0,2018.5
504,18,4,29.0,23.0,20.0,23.0,22.0,20.0,18.0,22.0,19.0,2.0,21.5,20.75,20.333333333333332,22.0,20.5,2018.5
505,18,4,27.0,24.0,16.0,23.0,24.0,18.0,17.0,25.0,20.0,2.0,20.0,20.5,19.333333333333332,25.0,21.0,2018.5
506,18,4,31.0,17.0,5.0,18.0,20.0,9.0,15.0,12.0,7.0,0.0,11.0,15.5,14.0,12.0,14.0,2018.5
507,18,4,13.0,8.0,8.0,8.0,9.0,5.0,8.0,5.0,7.0,0.0,8.0,7.5,7.0,5.0,6.75,2018.5
508,18,4,28.0,23.0,13.0,22.0,24.0,11.0,17.0,17.0,14.0,2.0,18.0,18.5,16.666666666666668,17.0,17.25,2018.5
509,18,4,31.0,24.0,11.0,22.0,20.0,12.0,16.0,22.0,14.0,2.0,17.5,17.5,16.666666666666668,22.0,17.5,2018.5
510,18,4,26.0,24.0,5.0,23.0,20.0,11.0,15.0,3.0,11.0,1.0,14.5,17.25,16.333333333333332,3.0,12.25,2018.5
511,18,4,25.0,20.0,14.0,16.0,16.0,8.0,10.0,10.0,6.0,1.0,17.0,12.5,11.333333333333334,10.0,11.0,2018.5
512,18,4,29.0,21.0,11.0,20.0,22.0,12.0,17.0,19.0,17.0,2.0,16.0,17.75,16.333333333333332,19.0,17.5,2018.5
513,18,4,29.0,23.0,15.0,21.0,23.0,16.0,21.0,26.0,20.0,2.0,19.0,20.25,19.333333333333332,26.0,21.5,2018.5
514,18,4,11.0,6.0,6.0,6.0,9.0,5.0,4.0,5.0,3.0,2.0,6.0,6.0,5.0,5.0,5.75,2018.5
515,18,4,24.0,21.0,7.0,19.0,19.0,18.0,18.0,21.0,17.0,1.0,14.0,18.5,18.333333333333332,21.0,19.0,2018.5
516,18,4,29.0,21.0,11.0,23.0,25.0,22.0,19.0,19.0,20.0,1.0,16.0,22.25,21.333333333333332,19.0,21.25,2018.5
517,18,4,14.0,9.0,5.0,11.0,10.0,6.0,4.0,5.0,4.0,1.0,7.0,7.75,7.0,5.0,6.25,2018.5
518,18,4,13.0,9.0,7.0,13.0,11.0,7.0,6.0,5.0,7.0,1.0,8.0,9.25,8.666666666666666,5.0,7.25,2018.5
64,23,5,32.0,26.0,20.0,26.0,30.0,19.0,18.0,21.0,22.0,0.0,23.0,23.25,22.8,21.0,22.8,2023.0
65,23,5,25.0,22.0,15.0,16.0,22.0,14.0,16.0,17.0,16.0,0.0,18.5,17.0,17.0,17.0,17.0,2023.0
66,23,5,25.0,22.0,13.0,25.0,24.0,21.0,22.0,21.0,23.0,1.0,17.5,23.0,22.6,21.0,22.6,2023.0
67,23,5,26.0,21.0,18.0,20.0,24.0,17.0,13.0,15.0,18.0,1.0,19.5,18.5,17.8,15.0,17.8,2023.0
68,23,5,11.0,11.0,5.0,9.0,11.0,9.0,9.0,9.0,9.0,1.0,8.0,9.5,9.4,9.0,9.4,2023.0
69,23,5,15.0,12.0,9.0,13.0,13.0,10.0,11.0,8.0,10.0,1.0,10.5,11.75,11.0,8.0,11.0,2023.0
70,23,5,14.0,12.0,12.0,12.0,12.0,12.0,5.0,12.0,12.0,1.0,12.0,10.25,10.6,12.0,10.6,2023.0
71,23,5,13.0,11.0,10.0,10.0,10.0,8.0,9.0,4.0,8.0,1.0,10.5,9.25,8.2,4.0,8.2,2023.0
72,23,5,8.0,6.0,6.0,7.0,4.0,0.0,6.0,2.0,4.0,1.0,6.0,4.25,3.8,2.0,3.8,2023.0
73,23,5,29.0,24.0,18.0,27.0,24.0,19.0,18.0,17.0,20.0,2.0,21.0,22.0,21.0,17.0,21.0,2023.0
74,23,5,24.0,19.0,14.0,20.0,18.0,14.0,16.0,13.0,14.0,2.0,16.5,17.0,16.2,13.0,16.2,2023.0
75,23,5,27.0,18.0,12.0,24.0,25.0,20.0,25.0,23.0,22.0,2.0,15.0,23.5,23.4,23.0,23.4,2023.0
76,23,5,23.0,16.0,12.0,19.0,16.0,12.0,15.0,17.0,13.0,2.0,14.0,15.5,15.8,17.0,15.8,2023.0
77,23,5,27.0,20.0,16.0,22.0,18.0,15.0,17.0,16.0,16.0,2.0,18.0,18.0,17.6,16.0,17.6,2023.0
78,23,5,13.0,11.0,7.0,12.0,13.0,11.0,9.0,13.0,13.0,3.0,9.0,11.25,11.6,13.0,11.6,2023.0
79,23,5,13.0,12.0,10.0,12.0,13.0,11.0,10.0,13.0,12.0,3.0,11.0,11.5,11.8,13.0,11.8,2023.0
136,22,5,32.0,25.0,31.0,20.0,25.0,19.0,17.0,19.0,18.0,0.0,28.0,20.25,20.0,19.0,20.0,2022.5
137,22,5,21.0,17.0,13.0,20.0,17.0,15.0,13.0,14.0,15.0,0.0,15.0,16.25,15.8,14.0,15.8,2022.5
138,22,5,21.0,15.0,14.0,19.0,18.0,12.0,8.0,11.0,12.0,0.0,14.5,14.25,13.6,11.0,13.6,2022.5
139,22,5,27.0,26.0,15.0,22.0,18.0,20.0,15.0,23.0,20.0,0.0,20.5,18.75,19.6,23.0,19.6,2022.5
140,22,5,27.0,21.0,18.0,20.0,20.0,14.0,15.0,10.0,14.0,0.0,19.5,17.25,15.8,10.0,15.8,2022.5
141,22,5,11.0,6.0,5.0,8.0,9.0,3.0,4.0,4.0,3.0,0.0,5.5,6.0,5.6,4.0,5.6,2022.5
142,22,5,22.0,18.0,7.0,22.0,22.0,18.0,17.0,21.0,20.0,1.0,12.5,19.75,20.0,21.0,20.0,2022.5
143,22,5,11.0,11.0,11.0,11.0,10.0,9.0,9.0,9.0,10.0,1.0,11.0,9.75,9.6,9.0,9.6,2022.5
144,22,5,23.0,21.0,13.0,20.0,19.0,18.0,12.0,12.0,14.0,2.0,17.0,17.25,16.2,12.0,16.2,2022.5
145,22,5,22.0,19.0,14.0,17.0,17.0,12.0,18.0,14.0,16.0,2.0,16.5,16.0,15.6,14.0,15.6,2022.5
146,22,5,35.0,31.0,20.0,31.0,32.0,28.0,24.0,28.0,35.0,1.0,25.5,28.75,28.6,28.0,28.6,2022.5
147,22,5,16.0,15.0,13.0,14.0,13.0,9.0,10.0,10.0,11.0,2.0,14.0,11.5,11.2,10.0,11.2,2022.5
148,22,5,10.0,7.0,5.0,8.0,9.0,5.0,5.0,7.0,4.0,3.0,6.0,6.75,6.8,7.0,6.8,2022.5
149,22,5,12.0,11.0,8.0,12.0,12.0,9.0,8.0,8.0,9.0,1.0,9.5,10.25,9.8,8.0,9.8,2022.5
222,22,5,51.0,41.0,33.0,40.0,43.0,38.0,33.0,38.0,35.0,0.0,37.0,38.5,38.4,38.0,38.4,2022.0
225,22,5,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,5.5,8.0,8.0,8.0,8.0,2022.0
226,22,5,9.0,7.0,3.0,8.0,8.0,8.0,7.0,7.0,6.0,1.0,5.0,7.75,7.6,7.0,7.6,2022.0
227,22,5,18.0,17.0,9.0,17.0,16.0,10.0,8.0,10.0,11.0,1.0,13.0,12.75,12.2,10.0,12.2,2022.0
228,22,5,10.0,7.0,7.0,10.0,10.0,8.0,7.0,8.0,9.0,1.0,7.0,8.75,8.6,8.0,8.6,2022.0
229,22,5,10.0,10.0,2.0,9.0,9.0,6.0,6.0,6.0,6.0,1.0,6.0,7.5,7.2,6.0,7.2,2022.0
231,22,5,21.0,18.0,14.0,16.0,15.0,14.0,8.0,11.0,11.0,1.0,16.0,13.25,12.8,11.0,12.8,2022.0
232,22,5,13.0,12.0,5.0,12.0,11.0,7.0,9.0,8.0,10.0,1.0,8.5,9.75,9.4,8.0,9.4,2022.0
233,22,5,22.0,18.0,13.0,17.0,18.0,11.0,13.0,13.0,12.0,2.0,15.5,14.75,14.4,13.0,14.4,2022.0
234,22,5,22.0,21.0,18.0,22.0,22.0,19.0,16.0,16.0,19.0,2.0,19.5,19.75,19.0,16.0,19.0,2022.0
235,22,5,30.0,24.0,19.0,26.0,28.0,19.0,20.0,13.0,18.0,2.0,21.5,23.25,21.2,13.0,21.2,2022.0
236,22,5,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1.0,6.0,5.75,5.8,6.0,5.8,2022.0
238,22,5,19.0,15.0,12.0,17.0,17.0,10.0,13.0,15.0,15.0,3.0,13.5,14.25,14.4,15.0,14.4,2022.0
239,22,5,8.0,8.0,3.0,8.0,7.0,5.0,7.0,5.0,4.0,1.0,5.5,6.75,6.4,5.0,6.4,2022.0
292,21,5,68.0,54.0,51.0,61.0,59.0,52.0,42.0,45.0,53.0,0.0,52.5,53.5,51.8,45.0,51.8,2021.5
293,21,5,42.0,29.0,23.0,36.0,40.0,33.0,32.0,31.0,31.0,0.0,26.0,35.25,34.4,31.0,34.4,2021.5
294,21,5,18.0,16.0,8.0,11.0,13.0,11.0,10.0,7.0,12.0,0.0,12.0,11.25,10.4,7.0,10.4,2021.5
295,21,5,22.0,16.0,7.0,20.0,16.0,12.0,15.0,19.0,13.0,0.0,11.5,15.75,16.4,19.0,16.4,2021.5
296,21,5,18.0,15.0,10.0,16.0,14.0,11.0,12.0,6.0,11.0,0.0,12.5,13.25,11.8,6.0,11.8,2021.5
297,21,5,14.0,11.0,12.0,14.0,13.0,11.0,9.0,10.0,12.0,1.0,11.5,11.75,11.4,10.0,11.4,2021.5
298,21,5,11.0,9.0,10.0,10.0,9.0,7.0,6.0,8.0,9.0,1.0,9.5,8.0,8.0,8.0,8.0,2021.5
299,21,5,8.0,8.0,5.0,8.0,8.0,6.0,8.0,7.0,7.0,1.0,6.5,7.5,7.4,7.0,7.4,2021.5
300,21,5,29.0,22.0,17.0,24.0,26.0,18.0,14.0,11.0,22.0,2.0,19.5,20.5,18.6,11.0,18.6,2021.5
301,21,5,25.0,24.0,18.0,20.0,18.0,18.0,17.0,13.0,17.0,2.0,21.0,18.25,17.2,13.0,17.2,2021.5
302,21,5,10.0,9.0,6.0,9.0,9.0,10.0,7.0,8.0,9.0,2.0,7.5,8.75,8.6,8.0,8.6,2021.5
303,21,5,10.0,9.0,9.0,9.0,7.0,6.0,5.0,5.0,8.0,1.0,9.0,6.75,6.4,5.0,6.4,2021.5
304,21,5,11.0,9.0,5.0,11.0,10.0,9.0,3.0,7.0,7.0,1.0,7.0,8.25,8.0,7.0,8.0,2021.5
381,19,5,40.0,36.0,28.0,31.0,32.0,24.0,27.0,32.0,28.0,0.0,32.0,28.5,29.2,32.0,29.2,2019.5
382,19,5,13.0,10.0,9.0,12.0,13.0,12.0,7.0,10.0,9.0,1.0,9.5,11.0,10.8,10.0,10.8,2019.5
383,19,5,28.0,26.0,19.0,26.0,24.0,18.0,15.0,13.0,17.0,1.0,22.5,20.75,19.2,13.0,19.2,2019.5
384,19,5,26.0,20.0,10.0,21.0,14.0,15.0,17.0,19.0,14.0,1.0,15.0,16.75,17.2,19.0,17.2,2019.5
385,19,5,23.0,17.0,8.0,21.0,11.0,16.0,20.0,16.0,14.0,1.0,12.5,17.0,16.8,16.0,16.8,2019.5
386,19,5,22.0,22.0,8.0,21.0,21.0,19.0,20.0,16.0,20.0,1.0,15.0,20.25,19.4,16.0,19.4,2019.5
387,19,5,13.0,9.0,7.0,13.0,12.0,9.0,7.0,7.0,8.0,1.0,8.0,10.25,9.6,7.0,9.6,2019.5
388,19,5,13.0,11.0,9.0,9.0,13.0,4.0,8.0,9.0,9.0,1.0,10.0,8.5,8.6,9.0,8.6,2019.5
389,19,5,29.0,21.0,12.0,21.0,19.0,24.0,17.0,17.0,13.0,2.0,16.5,20.25,19.6,17.0,19.6,2019.5
390,19,5,23.0,19.0,10.0,18.0,18.0,14.0,13.0,17.0,14.0,2.0,14.5,15.75,16.0,17.0,16.0,2019.5
391,19,5,26.0,19.0,19.0,23.0,20.0,15.0,20.0,15.0,18.0,2.0,19.0,19.5,18.6,15.0,18.6,2019.5
392,19,5,15.0,13.0,11.0,11.0,9.0,6.0,11.0,8.0,10.0,2.0,12.0,9.25,9.0,8.0,9.0,2019.5
393,19,5,20.0,18.0,14.0,15.0,14.0,12.0,7.0,10.0,11.0,2.0,16.0,12.0,11.6,10.0,11.6,2019.5
394,19,5,23.0,20.0,15.0,19.0,19.0,16.0,13.0,16.0,15.0,2.0,17.5,16.75,16.6,16.0,16.6,2019.5
395,19,5,13.0,10.0,5.0,12.0,13.0,8.0,9.0,11.0,11.0,2.0,7.5,10.5,10.6,11.0,10.6,2019.5
396,19,5,13.0,11.0,11.0,12.0,13.0,9.0,9.0,11.0,12.0,2.0,11.0,10.75,10.8,11.0,10.8,2019.5
397,19,5,12.0,9.0,7.0,12.0,7.0,9.0,9.0,9.0,8.0,1.0,8.0,9.25,9.2,9.0,9.2,2019.5
398,19,5,13.0,12.0,11.0,12.0,11.0,7.0,12.0,9.0,11.0,1.0,11.5,10.5,10.2,9.0,10.2,2019.5
399,19,5,13.0,10.0,8.0,13.0,11.0,8.0,8.0,10.0,9.0,1.0,9.0,10.0,10.0,10.0,10.0,2019.5
444,19,5,7.0,6.0,5.0,6.0,7.0,6.0,5.0,7.0,6.0,1.0,5.5,6.0,6.2,7.0,6.2,2019.0
445,19,5,54.0,52.0,39.0,40.0,45.0,34.0,27.0,26.0,14.0,0.0,45.5,36.5,34.4,26.0,34.4,2019.0
446,19,5,30.0,21.0,12.0,22.0,20.0,17.0,18.0,16.0,16.0,2.0,16.5,19.25,18.6,16.0,18.6,2019.0
447,19,5,25.0,18.0,11.0,16.0,9.0,12.0,16.0,17.0,7.0,1.0,14.5,13.25,14.0,17.0,14.0,2019.0
448,19,5,28.0,22.0,20.0,25.0,18.0,15.0,12.0,12.0,15.0,2.0,21.0,17.5,16.4,12.0,16.4,2019.0
449,19,5,26.0,19.0,14.0,20.0,17.0,13.0,15.0,11.0,8.0,2.0,16.5,16.25,15.2,11.0,15.2,2019.0
450,19,5,25.0,19.0,11.0,15.0,20.0,13.0,14.0,16.0,9.0,2.0,15.0,15.5,15.6,16.0,15.6,2019.0
451,19,5,27.0,23.0,16.0,26.0,24.0,25.0,20.0,17.0,23.0,1.0,19.5,23.75,22.4,17.0,22.4,2019.0
452,19,5,17.0,13.0,10.0,14.0,13.0,8.0,10.0,7.0,8.0,1.0,11.5,11.25,10.4,7.0,10.4,2019.0
453,19,5,14.0,13.0,7.0,14.0,12.0,9.0,1.0,8.0,8.0,1.0,10.0,9.0,8.8,8.0,8.8,2019.0
454,19,5,15.0,11.0,10.0,15.0,13.0,9.0,9.0,7.0,9.0,1.0,10.5,11.5,10.6,7.0,10.6,2019.0
519,18,5,27.0,22.0,18.0,25.0,27.0,23.0,19.0,15.0,23.0,1.0,20.0,23.5,21.8,15.0,21.8,2018.5
520,18,5,29.0,26.0,11.0,25.0,23.0,21.0,18.0,18.0,20.0,2.0,18.5,21.75,21.0,18.0,21.0,2018.5
521,18,5,27.0,21.0,13.0,27.0,23.0,20.0,22.0,17.0,19.0,2.0,17.0,23.0,21.8,17.0,21.8,2018.5
522,18,5,31.0,26.0,18.0,21.0,28.0,19.0,12.0,18.0,17.0,0.0,22.0,20.0,19.6,18.0,19.6,2018.5
523,18,5,13.0,11.0,9.0,9.0,13.0,10.0,10.0,7.0,10.0,0.0,10.0,10.5,9.8,7.0,9.8,2018.5
524,18,5,28.0,24.0,20.0,22.0,24.0,15.0,19.0,21.0,19.0,2.0,22.0,20.0,20.2,21.0,20.2,2018.5
525,18,5,31.0,28.0,18.0,27.0,22.0,18.0,13.0,17.0,16.0,2.0,23.0,20.0,19.4,17.0,19.4,2018.5
526,18,5,26.0,20.0,9.0,18.0,15.0,19.0,17.0,15.0,14.0,1.0,14.5,17.25,16.8,15.0,16.8,2018.5
527,18,5,25.0,21.0,18.0,20.0,20.0,10.0,13.0,10.0,12.0,1.0,19.5,15.75,14.6,10.0,14.6,2018.5
528,18,5,29.0,24.0,15.0,23.0,23.0,19.0,16.0,9.0,16.0,2.0,19.5,20.25,18.0,9.0,18.0,2018.5
529,18,5,29.0,23.0,13.0,22.0,26.0,22.0,17.0,17.0,18.0,2.0,18.0,21.75,20.8,17.0,20.8,2018.5
530,18,5,11.0,9.0,8.0,8.0,10.0,5.0,5.0,4.0,7.0,2.0,8.5,7.0,6.4,4.0,6.4,2018.5
531,18,5,24.0,22.0,14.0,23.0,22.0,20.0,18.0,17.0,22.0,1.0,18.0,20.75,20.0,17.0,20.0,2018.5
532,18,5,29.0,27.0,12.0,26.0,25.0,21.0,23.0,19.0,22.0,1.0,19.5,23.75,22.8,19.0,22.8,2018.5
533,18,5,14.0,11.0,8.0,13.0,10.0,8.0,4.0,4.0,5.0,1.0,9.5,8.75,7.8,4.0,7.8,2018.5
534,18,5,13.0,11.0,11.0,10.0,11.0,12.0,4.0,7.0,8.0,1.0,11.0,9.25,8.8,7.0,8.8,2018.5
