,Year,Area,Students,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Proficient,Campus,KB,CT,QL,SL,PS,Date Taken
411,19,2,7.0,6.0,4.0,7.0,7.0,6.0,7.0,7.0,7.0,1.0,6.0,6.666666666666667,7.0,7.0,6.5,2019.0
412,19,2,54.0,52.0,34.0,75.0,44.0,17.0,21.0,38.0,41.0,0.0,51.25,27.333333333333332,21.0,38.0,19.0,2019.0
413,19,2,30.0,24.0,17.0,24.0,26.0,14.0,17.0,18.0,17.0,2.0,22.75,19.0,17.0,18.0,15.5,2019.0
414,19,2,25.0,19.0,12.0,21.0,19.0,15.0,11.0,19.0,16.0,1.0,17.75,15.0,11.0,19.0,13.0,2019.0
415,19,2,28.0,25.0,10.0,25.0,18.0,11.0,6.0,16.0,14.0,2.0,19.5,11.666666666666666,6.0,16.0,8.5,2019.0
416,19,2,26.0,23.0,13.0,23.0,19.0,11.0,6.0,13.0,14.0,2.0,19.5,12.0,6.0,13.0,8.5,2019.0
417,19,2,25.0,23.0,13.0,19.0,19.0,6.0,11.0,14.0,15.0,2.0,18.5,12.0,11.0,14.0,8.5,2019.0
418,19,2,27.0,19.0,17.0,22.0,17.0,11.0,12.0,20.0,14.0,1.0,18.75,13.333333333333334,12.0,20.0,11.5,2019.0
419,19,2,17.0,10.0,10.0,11.0,13.0,3.0,5.0,11.0,5.0,1.0,11.0,7.0,5.0,11.0,4.0,2019.0
420,19,2,14.0,11.0,12.0,8.0,7.0,3.0,7.0,6.0,7.0,1.0,9.5,5.666666666666667,7.0,6.0,5.0,2019.0
421,19,2,15.0,12.0,9.0,14.0,14.0,5.0,8.0,8.0,9.0,1.0,12.25,9.0,8.0,8.0,6.5,2019.0
471,18,2,27.0,22.0,16.0,20.0,21.0,9.0,13.0,16.0,14.0,1.0,19.75,14.333333333333334,13.0,16.0,11.0,2018.5
472,18,2,29.0,26.0,18.0,28.0,22.0,16.0,11.0,18.0,18.0,2.0,23.5,16.333333333333332,11.0,18.0,13.5,2018.5
473,18,2,27.0,21.0,20.0,27.0,22.0,16.0,9.0,19.0,14.0,2.0,22.5,15.666666666666666,9.0,19.0,12.5,2018.5
474,18,2,31.0,26.0,18.0,24.0,22.0,9.0,5.0,23.0,15.0,0.0,22.5,12.0,5.0,23.0,7.0,2018.5
475,18,2,13.0,12.0,7.0,7.0,10.0,4.0,4.0,9.0,6.0,0.0,9.0,6.0,4.0,9.0,4.0,2018.5
476,18,2,28.0,24.0,21.0,25.0,19.0,10.0,13.0,18.0,15.0,2.0,22.25,14.0,13.0,18.0,11.5,2018.5
477,18,2,31.0,24.0,19.0,23.0,20.0,7.0,6.0,13.0,9.0,2.0,21.5,11.0,6.0,13.0,6.5,2018.5
478,18,2,26.0,21.0,14.0,21.0,19.0,11.0,11.0,24.0,14.0,1.0,18.75,13.666666666666666,11.0,24.0,11.0,2018.5
479,18,2,25.0,17.0,6.0,17.0,14.0,6.0,9.0,16.0,6.0,1.0,13.5,9.666666666666666,9.0,16.0,7.5,2018.5
480,18,2,27.0,24.0,15.0,23.0,16.0,12.0,12.0,23.0,17.0,2.0,19.5,13.333333333333334,12.0,23.0,12.0,2018.5
481,18,2,27.0,26.0,18.0,22.0,22.0,15.0,15.0,25.0,21.0,2.0,22.0,17.333333333333332,15.0,25.0,15.0,2018.5
482,18,2,11.0,10.0,7.0,9.0,9.0,2.0,3.0,8.0,8.0,2.0,8.75,4.666666666666667,3.0,8.0,2.5,2018.5
483,18,2,24.0,19.0,22.0,22.0,22.0,9.0,18.0,18.0,19.0,1.0,21.25,16.333333333333332,18.0,18.0,13.5,2018.5
484,18,2,29.0,18.0,19.0,26.0,24.0,16.0,10.0,15.0,14.0,1.0,21.75,16.666666666666668,10.0,15.0,13.0,2018.5
485,18,2,14.0,13.0,6.0,12.0,12.0,5.0,0.0,8.0,4.0,1.0,10.75,5.666666666666667,0.0,8.0,2.5,2018.5
486,18,2,13.0,11.0,6.0,9.0,9.0,5.0,0.0,10.0,4.0,1.0,8.75,4.666666666666667,0.0,10.0,2.5,2018.5
32,23,3,32.0,21.0,29.0,22.0,21.0,22.0,21.0,28.0,22.0,0.0,24.0,21.333333333333332,,28.0,22.0,2023.0
33,23,3,25.0,11.0,21.0,10.0,17.0,12.0,16.0,12.0,12.0,0.0,14.0,15.0,,12.0,11.0,2023.0
34,23,3,25.0,13.0,24.0,15.0,19.0,13.0,9.0,19.0,11.0,1.0,17.333333333333332,13.666666666666666,,19.0,14.0,2023.0
35,23,3,26.0,20.0,24.0,17.0,13.0,16.0,13.0,13.0,15.0,1.0,20.333333333333332,14.0,,13.0,16.5,2023.0
36,23,3,11.0,5.0,11.0,9.0,9.0,8.0,6.0,9.0,8.0,1.0,8.333333333333334,7.666666666666667,,9.0,8.5,2023.0
37,23,3,15.0,7.0,13.0,8.0,11.0,4.0,8.0,8.0,5.0,1.0,9.333333333333334,7.666666666666667,,8.0,6.0,2023.0
38,23,3,14.0,7.0,14.0,10.0,12.0,11.0,10.0,8.0,9.0,1.0,10.333333333333334,11.0,,8.0,10.5,2023.0
39,23,3,13.0,9.0,11.0,4.0,9.0,7.0,5.0,9.0,6.0,1.0,8.0,7.0,,9.0,5.5,2023.0
40,23,3,8.0,7.0,4.0,4.0,5.0,4.0,4.0,7.0,4.0,1.0,5.0,4.333333333333333,,7.0,4.0,2023.0
41,23,3,29.0,24.0,26.0,20.0,25.0,22.0,19.0,26.0,26.0,2.0,23.333333333333332,22.0,,26.0,21.0,2023.0
42,23,3,24.0,21.0,19.0,16.0,19.0,16.0,13.0,15.0,16.0,2.0,18.666666666666668,16.0,,15.0,16.0,2023.0
43,23,3,27.0,27.0,25.0,20.0,25.0,19.0,14.0,19.0,21.0,2.0,24.0,19.333333333333332,,19.0,19.5,2023.0
44,23,3,23.0,18.0,20.0,14.0,15.0,19.0,11.0,14.0,12.0,2.0,17.333333333333332,15.0,,14.0,16.5,2023.0
45,23,3,27.0,25.0,27.0,17.0,23.0,20.0,14.0,20.0,21.0,2.0,23.0,19.0,,20.0,18.5,2023.0
46,23,3,13.0,10.0,12.0,9.0,11.0,10.0,11.0,12.0,11.0,3.0,10.333333333333334,10.666666666666666,,12.0,9.5,2023.0
47,23,3,13.0,11.0,12.0,11.0,12.0,9.0,13.0,13.0,11.0,3.0,11.333333333333334,11.333333333333334,,13.0,10.0,2023.0
108,22,3,32.0,19.0,30.0,20.0,22.0,17.0,15.0,24.0,19.0,0.0,23.0,18.0,,24.0,18.5,2022.5
109,22,3,21.0,12.0,18.0,7.0,12.0,13.0,8.0,13.0,8.0,0.0,12.333333333333334,11.0,,13.0,10.0,2022.5
110,22,3,21.0,12.0,19.0,12.0,14.0,9.0,12.0,16.0,11.0,0.0,14.333333333333334,11.666666666666666,,16.0,10.5,2022.5
111,22,3,27.0,20.0,25.0,19.0,24.0,16.0,13.0,19.0,17.0,0.0,21.333333333333332,17.666666666666668,,19.0,17.5,2022.5
112,22,3,27.0,20.0,22.0,9.0,19.0,20.0,9.0,11.0,15.0,0.0,17.0,16.0,,11.0,14.5,2022.5
113,22,3,11.0,8.0,10.0,9.0,9.0,5.0,6.0,9.0,5.0,0.0,9.0,6.666666666666667,,9.0,7.0,2022.5
114,22,3,22.0,10.0,22.0,11.0,19.0,12.0,10.0,16.0,10.0,1.0,14.333333333333334,13.666666666666666,,16.0,11.5,2022.5
115,22,3,11.0,7.0,11.0,5.0,9.0,8.0,8.0,9.0,6.0,1.0,7.666666666666667,8.333333333333334,,9.0,6.5,2022.5
116,22,3,23.0,23.0,19.0,16.0,21.0,17.0,17.0,20.0,20.0,2.0,19.333333333333332,18.333333333333332,,20.0,16.5,2022.5
117,22,3,22.0,18.0,21.0,11.0,21.0,13.0,13.0,18.0,15.0,2.0,16.666666666666668,15.666666666666666,,18.0,12.0,2022.5
118,22,3,35.0,17.0,32.0,18.0,27.0,25.0,28.0,27.0,24.0,1.0,22.333333333333332,26.666666666666668,,27.0,21.5,2022.5
119,22,3,16.0,13.0,13.0,9.0,14.0,10.0,11.0,14.0,11.0,2.0,11.666666666666666,11.666666666666666,,14.0,9.5,2022.5
120,22,3,10.0,8.0,10.0,3.0,7.0,4.0,4.0,5.0,3.0,3.0,7.0,5.0,,5.0,3.5,2022.5
121,22,3,12.0,5.0,12.0,6.0,8.0,7.0,6.0,9.0,6.0,1.0,7.666666666666667,7.0,,9.0,6.5,2022.5
186,22,3,51.0,27.0,44.0,31.0,27.0,27.0,31.0,41.0,27.0,0.0,34.0,28.333333333333332,,41.0,29.0,2022.0
189,22,3,8.0,5.0,8.0,4.0,7.0,5.0,8.0,7.0,6.0,1.0,5.666666666666667,6.666666666666667,,7.0,4.5,2022.0
190,22,3,9.0,9.0,9.0,4.0,8.0,6.0,7.0,8.0,7.0,1.0,7.333333333333333,7.0,,8.0,5.0,2022.0
191,22,3,18.0,15.0,16.0,8.0,15.0,12.0,7.0,13.0,12.0,1.0,13.0,11.333333333333334,,13.0,10.0,2022.0
192,22,3,10.0,5.0,10.0,6.0,8.0,6.0,4.0,5.0,4.0,1.0,7.0,6.0,,5.0,6.0,2022.0
193,22,3,10.0,7.0,9.0,4.0,10.0,6.0,6.0,7.0,7.0,1.0,6.666666666666667,7.333333333333333,,7.0,5.0,2022.0
195,22,3,21.0,17.0,16.0,14.0,12.0,13.0,8.0,12.0,12.0,1.0,15.666666666666666,11.0,,12.0,13.5,2022.0
196,22,3,13.0,8.0,9.0,11.0,11.0,8.0,6.0,10.0,7.0,1.0,9.333333333333334,8.333333333333334,,10.0,9.5,2022.0
197,22,3,22.0,18.0,18.0,10.0,18.0,19.0,14.0,16.0,16.0,2.0,15.333333333333334,17.0,,16.0,14.5,2022.0
198,22,3,22.0,18.0,22.0,14.0,17.0,16.0,15.0,14.0,16.0,2.0,18.0,16.0,,14.0,15.0,2022.0
199,22,3,30.0,20.0,26.0,15.0,23.0,23.0,12.0,23.0,17.0,2.0,20.333333333333332,19.333333333333332,,23.0,19.0,2022.0
200,22,3,7.0,6.0,7.0,5.0,7.0,4.0,1.0,5.0,4.0,1.0,6.0,4.0,,5.0,4.5,2022.0
202,22,3,19.0,9.0,18.0,14.0,14.0,6.0,11.0,13.0,9.0,3.0,13.666666666666666,10.333333333333334,,13.0,10.0,2022.0
203,22,3,8.0,5.0,8.0,5.0,7.0,8.0,6.0,4.0,6.0,1.0,6.0,7.0,,4.0,6.5,2022.0
266,21,3,68.0,40.0,58.0,37.0,39.0,29.0,44.0,56.0,37.0,0.0,45.0,37.333333333333336,,56.0,33.0,2021.5
267,21,3,42.0,25.0,40.0,27.0,29.0,26.0,22.0,23.0,19.0,0.0,30.666666666666668,25.666666666666668,,23.0,26.5,2021.5
268,21,3,18.0,10.0,15.0,7.0,7.0,11.0,7.0,10.0,13.0,0.0,10.666666666666666,8.333333333333334,,10.0,9.0,2021.5
269,21,3,22.0,18.0,12.0,14.0,17.0,16.0,15.0,18.0,16.0,0.0,14.666666666666666,16.0,,18.0,15.0,2021.5
270,21,3,18.0,14.0,15.0,5.0,9.0,12.0,7.0,14.0,10.0,0.0,11.333333333333334,9.333333333333334,,14.0,8.5,2021.5
271,21,3,14.0,10.0,10.0,5.0,12.0,8.0,6.0,9.0,7.0,1.0,8.333333333333334,8.666666666666666,,9.0,6.5,2021.5
272,21,3,11.0,7.0,10.0,6.0,8.0,6.0,6.0,9.0,8.0,1.0,7.666666666666667,6.666666666666667,,9.0,6.0,2021.5
273,21,3,8.0,6.0,6.0,6.0,7.0,2.0,4.0,5.0,5.0,1.0,6.0,4.333333333333333,,5.0,4.0,2021.5
274,21,3,29.0,21.0,22.0,13.0,18.0,18.0,12.0,16.0,20.0,2.0,18.666666666666668,16.0,,16.0,15.5,2021.5
275,21,3,25.0,17.0,17.0,7.0,18.0,15.0,16.0,19.0,12.0,2.0,13.666666666666666,16.333333333333332,,19.0,11.0,2021.5
276,21,3,10.0,7.0,9.0,3.0,10.0,7.0,5.0,7.0,6.0,2.0,6.333333333333333,7.333333333333333,,7.0,5.0,2021.5
277,21,3,10.0,5.0,10.0,5.0,7.0,4.0,5.0,6.0,5.0,1.0,6.666666666666667,5.333333333333333,,6.0,4.5,2021.5
278,21,3,11.0,3.0,9.0,5.0,9.0,7.0,8.0,10.0,7.0,1.0,5.666666666666667,8.0,,10.0,6.0,2021.5
343,19,3,40.0,23.0,33.0,22.0,22.0,24.0,29.0,31.0,23.0,0.0,26.0,25.0,,31.0,23.0,2019.5
344,19,3,13.0,5.0,11.0,7.0,11.0,6.0,8.0,10.0,7.0,1.0,7.666666666666667,8.333333333333334,,10.0,6.5,2019.5
345,19,3,28.0,20.0,23.0,17.0,18.0,14.0,9.0,20.0,14.0,1.0,20.0,13.666666666666666,,20.0,15.5,2019.5
346,19,3,26.0,24.0,19.0,13.0,24.0,19.0,15.0,15.0,17.0,1.0,18.666666666666668,19.333333333333332,,15.0,16.0,2019.5
347,19,3,23.0,22.0,19.0,15.0,23.0,19.0,11.0,18.0,19.0,1.0,18.666666666666668,17.666666666666668,,18.0,17.0,2019.5
348,19,3,22.0,18.0,22.0,10.0,20.0,14.0,11.0,15.0,12.0,1.0,16.666666666666668,15.0,,15.0,12.0,2019.5
349,19,3,13.0,5.0,11.0,6.0,10.0,10.0,5.0,10.0,7.0,1.0,7.333333333333333,8.333333333333334,,10.0,8.0,2019.5
350,19,3,13.0,9.0,9.0,8.0,10.0,6.0,9.0,11.0,7.0,1.0,8.666666666666666,8.333333333333334,,11.0,7.0,2019.5
351,19,3,29.0,22.0,27.0,19.0,24.0,19.0,19.0,23.0,23.0,2.0,22.666666666666668,20.666666666666668,,23.0,19.0,2019.5
352,19,3,23.0,15.0,23.0,17.0,16.0,16.0,10.0,16.0,13.0,2.0,18.333333333333332,14.0,,16.0,16.5,2019.5
353,19,3,26.0,22.0,25.0,16.0,24.0,18.0,18.0,19.0,20.0,2.0,21.0,20.0,,19.0,17.0,2019.5
354,19,3,15.0,14.0,14.0,9.0,12.0,11.0,9.0,8.0,11.0,2.0,12.333333333333334,10.666666666666666,,8.0,10.0,2019.5
355,19,3,20.0,14.0,15.0,7.0,15.0,9.0,9.0,12.0,7.0,2.0,12.0,11.0,,12.0,8.0,2019.5
356,19,3,23.0,21.0,18.0,12.0,18.0,12.0,12.0,19.0,14.0,2.0,17.0,14.0,,19.0,12.0,2019.5
357,19,3,13.0,10.0,10.0,6.0,11.0,7.0,4.0,8.0,6.0,2.0,8.666666666666666,7.333333333333333,,8.0,6.5,2019.5
358,19,3,13.0,10.0,11.0,6.0,12.0,10.0,8.0,11.0,12.0,2.0,9.0,10.0,,11.0,8.0,2019.5
359,19,3,12.0,8.0,10.0,9.0,9.0,9.0,8.0,10.0,8.0,1.0,9.0,8.666666666666666,,10.0,9.0,2019.5
360,19,3,13.0,9.0,12.0,6.0,11.0,10.0,8.0,11.0,9.0,1.0,9.0,9.666666666666666,,11.0,8.0,2019.5
361,19,3,13.0,9.0,12.0,9.0,9.0,8.0,10.0,8.0,9.0,1.0,10.0,9.0,,8.0,8.5,2019.5
422,19,3,7.0,6.0,6.0,5.0,7.0,5.0,7.0,6.0,6.0,1.0,5.666666666666667,6.333333333333333,,6.0,5.0,2019.0
423,19,3,54.0,24.0,45.0,29.0,27.0,29.0,24.0,37.0,28.0,0.0,32.666666666666664,26.666666666666668,,37.0,29.0,2019.0
424,19,3,30.0,21.0,29.0,15.0,22.0,22.0,13.0,21.0,18.0,2.0,21.666666666666668,19.0,,21.0,18.5,2019.0
425,19,3,25.0,21.0,19.0,14.0,23.0,12.0,22.0,19.0,18.0,1.0,18.0,19.0,,19.0,13.0,2019.0
426,19,3,28.0,20.0,23.0,15.0,21.0,17.0,14.0,20.0,14.0,2.0,19.333333333333332,17.333333333333332,,20.0,16.0,2019.0
427,19,3,26.0,21.0,24.0,15.0,18.0,20.0,12.0,22.0,17.0,2.0,20.0,16.666666666666668,,22.0,17.5,2019.0
428,19,3,25.0,15.0,23.0,16.0,19.0,19.0,16.0,16.0,18.0,2.0,18.0,18.0,,16.0,17.5,2019.0
429,19,3,27.0,17.0,26.0,14.0,20.0,21.0,14.0,21.0,17.0,1.0,19.0,18.333333333333332,,21.0,17.5,2019.0
430,19,3,17.0,15.0,15.0,7.0,11.0,11.0,8.0,11.0,10.0,1.0,12.333333333333334,10.0,,11.0,9.0,2019.0
431,19,3,14.0,9.0,11.0,9.0,11.0,5.0,6.0,10.0,8.0,1.0,9.666666666666666,7.333333333333333,,10.0,7.0,2019.0
432,19,3,15.0,8.0,15.0,8.0,14.0,9.0,9.0,13.0,11.0,1.0,10.333333333333334,10.666666666666666,,13.0,8.5,2019.0
487,18,3,27.0,24.0,22.0,13.0,19.0,18.0,11.0,14.0,13.0,1.0,19.666666666666668,16.0,,14.0,15.5,2018.5
488,18,3,29.0,16.0,28.0,17.0,22.0,23.0,17.0,22.0,19.0,2.0,20.333333333333332,20.666666666666668,,22.0,20.0,2018.5
489,18,3,27.0,21.0,27.0,17.0,18.0,15.0,21.0,23.0,19.0,2.0,21.666666666666668,18.0,,23.0,16.0,2018.5
490,18,3,31.0,17.0,30.0,15.0,18.0,15.0,13.0,22.0,11.0,0.0,20.666666666666668,15.333333333333334,,22.0,15.0,2018.5
491,18,3,13.0,5.0,12.0,6.0,9.0,9.0,9.0,9.0,8.0,0.0,7.666666666666667,9.0,,9.0,7.5,2018.5
492,18,3,28.0,21.0,26.0,15.0,21.0,17.0,20.0,21.0,20.0,2.0,20.666666666666668,19.333333333333332,,21.0,16.0,2018.5
493,18,3,31.0,24.0,26.0,19.0,23.0,12.0,15.0,17.0,14.0,2.0,23.0,16.666666666666668,,17.0,15.5,2018.5
494,18,3,26.0,22.0,23.0,19.0,24.0,20.0,21.0,19.0,22.0,1.0,21.333333333333332,21.666666666666668,,19.0,19.5,2018.5
495,18,3,25.0,16.0,21.0,10.0,18.0,13.0,14.0,16.0,12.0,1.0,15.666666666666666,15.0,,16.0,11.5,2018.5
496,18,3,27.0,25.0,23.0,7.0,21.0,16.0,19.0,19.0,13.0,2.0,18.333333333333332,18.666666666666668,,19.0,11.5,2018.5
497,18,3,27.0,21.0,21.0,17.0,26.0,16.0,22.0,22.0,22.0,2.0,19.666666666666668,21.333333333333332,,22.0,16.5,2018.5
498,18,3,11.0,8.0,9.0,2.0,8.0,5.0,6.0,8.0,6.0,2.0,6.333333333333333,6.333333333333333,,8.0,3.5,2018.5
499,18,3,24.0,16.0,22.0,11.0,23.0,15.0,16.0,19.0,18.0,1.0,16.333333333333332,18.0,,19.0,13.0,2018.5
500,18,3,29.0,13.0,23.0,18.0,19.0,22.0,23.0,20.0,18.0,1.0,18.0,21.333333333333332,,20.0,20.0,2018.5
501,18,3,14.0,8.0,10.0,8.0,13.0,8.0,5.0,7.0,8.0,1.0,8.666666666666666,8.666666666666666,,7.0,8.0,2018.5
502,18,3,13.0,8.0,12.0,10.0,10.0,7.0,9.0,7.0,9.0,1.0,10.0,8.666666666666666,,7.0,8.5,2018.5
48,23,4,32.0,24.0,29.0,23.0,26.0,16.0,21.0,23.0,24.0,0.0,26.5,21.5,20.0,23.0,21.5,2023.0
49,23,4,25.0,19.0,10.0,19.0,17.0,11.0,15.0,15.0,11.0,0.0,14.5,15.5,15.0,15.0,14.5,2023.0
50,23,4,25.0,25.0,6.0,21.0,17.0,18.0,20.0,20.0,18.0,1.0,15.5,19.0,19.666666666666668,20.0,18.75,2023.0
51,23,4,26.0,20.0,18.0,22.0,17.0,14.0,20.0,16.0,18.0,1.0,19.0,18.25,18.666666666666668,16.0,16.75,2023.0
52,23,4,11.0,8.0,3.0,9.0,10.0,6.0,9.0,10.0,8.0,1.0,5.5,8.5,8.0,10.0,8.75,2023.0
53,23,4,15.0,14.0,8.0,11.0,14.0,6.0,10.0,8.0,8.0,1.0,11.0,10.25,9.0,8.0,9.5,2023.0
54,23,4,14.0,13.0,6.0,8.0,11.0,9.0,11.0,10.0,9.0,1.0,9.5,9.75,9.333333333333334,10.0,10.25,2023.0
55,23,4,13.0,13.0,4.0,9.0,10.0,5.0,7.0,8.0,6.0,1.0,8.5,7.75,7.0,8.0,7.5,2023.0
56,23,4,8.0,7.0,3.0,6.0,6.0,1.0,3.0,1.0,2.0,1.0,5.0,4.0,3.3333333333333335,1.0,2.75,2023.0
57,23,4,29.0,25.0,13.0,25.0,23.0,14.0,23.0,21.0,19.0,2.0,19.0,21.25,20.666666666666668,21.0,20.25,2023.0
58,23,4,24.0,21.0,5.0,18.0,15.0,9.0,11.0,19.0,12.0,2.0,13.0,13.25,12.666666666666666,19.0,13.5,2023.0
59,23,4,27.0,21.0,12.0,22.0,23.0,15.0,18.0,22.0,18.0,2.0,16.5,19.5,18.333333333333332,22.0,19.5,2023.0
60,23,4,23.0,15.0,15.0,18.0,16.0,13.0,12.0,18.0,13.0,2.0,15.0,14.75,14.333333333333334,18.0,14.75,2023.0
61,23,4,27.0,22.0,18.0,21.0,22.0,11.0,18.0,24.0,16.0,2.0,20.0,18.0,16.666666666666668,24.0,18.75,2023.0
62,23,4,13.0,11.0,13.0,10.0,13.0,8.0,9.0,12.0,10.0,3.0,12.0,10.0,9.0,12.0,10.5,2023.0
63,23,4,13.0,9.0,13.0,12.0,12.0,12.0,10.0,11.0,11.0,3.0,11.0,11.5,11.333333333333334,11.0,11.25,2023.0
122,22,4,32.0,20.0,29.0,29.0,22.0,8.0,17.0,23.0,20.0,0.0,24.5,19.0,18.0,23.0,17.5,2022.5
123,22,4,21.0,12.0,12.0,18.0,16.0,13.0,13.0,9.0,8.0,0.0,12.0,15.0,14.666666666666666,9.0,12.75,2022.5
124,22,4,21.0,18.0,10.0,15.0,15.0,10.0,9.0,13.0,10.0,0.0,14.0,12.25,11.333333333333334,13.0,11.75,2022.5
125,22,4,27.0,22.0,12.0,22.0,19.0,13.0,19.0,22.0,17.0,0.0,17.0,18.25,18.0,22.0,18.25,2022.5
126,22,4,27.0,23.0,8.0,20.0,16.0,11.0,14.0,5.0,7.0,0.0,15.5,15.25,15.0,5.0,11.5,2022.5
127,22,4,11.0,9.0,6.0,9.0,10.0,4.0,3.0,2.0,4.0,0.0,7.5,6.5,5.333333333333333,2.0,4.75,2022.5
128,22,4,22.0,22.0,5.0,21.0,19.0,13.0,17.0,18.0,19.0,1.0,13.5,17.5,17.0,18.0,16.75,2022.5
129,22,4,11.0,11.0,6.0,10.0,10.0,7.0,9.0,8.0,8.0,1.0,8.5,9.0,8.666666666666666,8.0,8.5,2022.5
130,22,4,23.0,19.0,14.0,17.0,17.0,14.0,18.0,15.0,15.0,2.0,16.5,16.5,16.333333333333332,15.0,16.0,2022.5
131,22,4,22.0,18.0,12.0,19.0,14.0,10.0,17.0,18.0,11.0,2.0,15.0,15.0,15.333333333333334,18.0,14.75,2022.5
132,22,4,35.0,29.0,31.0,30.0,27.0,24.0,27.0,27.0,28.0,1.0,30.0,27.0,27.0,27.0,26.25,2022.5
133,22,4,16.0,14.0,8.0,13.0,12.0,7.0,12.0,11.0,10.0,2.0,11.0,11.0,10.666666666666666,11.0,10.5,2022.5
134,22,4,10.0,8.0,3.0,7.0,9.0,5.0,6.0,5.0,4.0,3.0,5.5,6.75,6.0,5.0,6.25,2022.5
135,22,4,12.0,12.0,5.0,9.0,8.0,6.0,7.0,8.0,5.0,1.0,8.5,7.5,7.333333333333333,8.0,7.25,2022.5
204,22,4,51.0,36.0,46.0,46.0,42.0,43.0,19.0,38.0,32.0,0.0,41.0,37.5,36.0,38.0,35.5,2022.0
207,22,4,8.0,8.0,3.0,7.0,6.0,8.0,8.0,8.0,8.0,1.0,5.5,7.25,7.666666666666667,8.0,7.5,2022.0
208,22,4,9.0,8.0,8.0,6.0,8.0,4.0,7.0,6.0,7.0,1.0,8.0,6.25,5.666666666666667,6.0,6.25,2022.0
209,22,4,18.0,13.0,13.0,15.0,13.0,10.0,11.0,6.0,7.0,1.0,13.0,12.25,12.0,6.0,10.0,2022.0
210,22,4,10.0,9.0,4.0,10.0,8.0,7.0,8.0,8.0,8.0,1.0,6.5,8.25,8.333333333333334,8.0,7.75,2022.0
211,22,4,10.0,9.0,6.0,9.0,10.0,7.0,6.0,6.0,7.0,1.0,7.5,8.0,7.333333333333333,6.0,7.25,2022.0
213,22,4,21.0,17.0,9.0,17.0,14.0,10.0,18.0,15.0,9.0,1.0,13.0,14.75,15.0,15.0,14.25,2022.0
214,22,4,13.0,10.0,2.0,13.0,12.0,4.0,8.0,8.0,6.0,1.0,6.0,9.25,8.333333333333334,8.0,8.0,2022.0
215,22,4,22.0,18.0,7.0,18.0,22.0,12.0,14.0,15.0,11.0,2.0,12.5,16.5,14.666666666666666,15.0,15.75,2022.0
216,22,4,22.0,18.0,10.0,18.0,20.0,15.0,14.0,16.0,14.0,2.0,14.0,16.75,15.666666666666666,16.0,16.25,2022.0
217,22,4,30.0,23.0,16.0,21.0,24.0,14.0,19.0,16.0,15.0,2.0,19.5,19.5,18.0,16.0,18.25,2022.0
218,22,4,7.0,6.0,3.0,7.0,6.0,6.0,4.0,5.0,5.0,1.0,4.5,5.75,5.666666666666667,5.0,5.25,2022.0
220,22,4,19.0,14.0,18.0,15.0,16.0,9.0,15.0,15.0,13.0,3.0,16.0,13.75,13.0,15.0,13.75,2022.0
221,22,4,8.0,7.0,5.0,6.0,6.0,2.0,3.0,4.0,4.0,1.0,6.0,4.25,3.6666666666666665,4.0,3.75,2022.0
279,21,4,68.0,55.0,58.0,53.0,57.0,24.0,48.0,55.0,51.0,0.0,56.5,45.5,41.666666666666664,55.0,46.0,2021.5
280,21,4,42.0,35.0,16.0,33.0,35.0,32.0,29.0,29.0,28.0,0.0,25.5,32.25,31.333333333333332,29.0,31.25,2021.5
281,21,4,18.0,11.0,5.0,13.0,13.0,5.0,10.0,5.0,7.0,0.0,8.0,10.25,9.333333333333334,5.0,8.25,2021.5
282,21,4,22.0,14.0,13.0,16.0,20.0,7.0,8.0,14.0,9.0,0.0,13.5,12.75,10.333333333333334,14.0,12.25,2021.5
283,21,4,18.0,17.0,5.0,17.0,15.0,8.0,10.0,9.0,9.0,0.0,11.0,12.5,11.666666666666666,9.0,10.5,2021.5
284,21,4,14.0,13.0,5.0,13.0,12.0,8.0,7.0,11.0,8.0,1.0,9.0,10.0,9.333333333333334,11.0,9.5,2021.5
285,21,4,11.0,10.0,5.0,10.0,11.0,9.0,7.0,9.0,9.0,1.0,7.5,9.25,8.666666666666666,9.0,9.0,2021.5
286,21,4,8.0,8.0,3.0,5.0,7.0,6.0,7.0,7.0,6.0,1.0,5.5,6.25,6.0,7.0,6.75,2021.5
287,21,4,29.0,27.0,9.0,21.0,23.0,12.0,20.0,12.0,20.0,2.0,18.0,19.0,17.666666666666668,12.0,16.75,2021.5
288,21,4,25.0,15.0,8.0,19.0,22.0,5.0,9.0,14.0,10.0,2.0,11.5,13.75,11.0,14.0,12.5,2021.5
289,21,4,10.0,8.0,3.0,8.0,9.0,5.0,7.0,6.0,5.0,2.0,5.5,7.25,6.666666666666667,6.0,6.75,2021.5
290,21,4,10.0,7.0,1.0,7.0,7.0,2.0,6.0,5.0,2.0,1.0,4.0,5.5,5.0,5.0,5.0,2021.5
291,21,4,11.0,11.0,4.0,8.0,10.0,3.0,8.0,4.0,4.0,1.0,7.5,7.25,6.333333333333333,4.0,6.25,2021.5
362,19,4,40.0,27.0,35.0,28.0,31.0,17.0,28.0,24.0,21.0,0.0,31.0,26.0,24.333333333333332,24.0,25.0,2019.5
363,19,4,13.0,12.0,9.0,12.0,13.0,6.0,10.0,9.0,11.0,1.0,10.5,10.25,9.333333333333334,9.0,9.5,2019.5
